,drug-gene,dependency path,Drug-Gene Pair Cluster,Dependency Path Cluster
13041,(celecoxib/e-cadherin),,18.0,
13042,(simvastatin/ppar-gamma),,2.0,
13043,(imipramine/5-ht1a),,2.0,
13044,(naloxone/ghrelin),,5.0,
13045,(nadh/atp6),,23.0,
13046,(nadh/atp8),,14.0,
13047,(fluoxetine/factor-1),,8.0,
13048,(il-2/il-10),,0.0,
13049,(il-11/il-5),,23.0,
13050,(imipramine/5-ht2a),,2.0,
13051,(minocycline/gdnf),,23.0,
13052,(il-2/il-11),,25.0,
13053,(raltegravir/slc22a6),,14.0,
13054,(methimazole/fmo1),,23.0,
13055,(il-2/il-13),,10.0,
13056,(isoproterenol/inos),,14.0,
13057,(il-2/il-16),,4.0,
13058,(il-2/il-15),,0.0,
13059,(temozolomide/mlh1),,18.0,
13060,(carbachol/vegf),,1.0,
13061,(cerivastatin/cdk2),,2.0,
13062,(il-11/il-1),,10.0,
13063,(fluorescein/ccr2),,23.0,
13064,(l-dopa/nnos),,14.0,
13065,(arsenite/cftr),,2.0,
13066,(guanidine/dtnb),,23.0,
13067,(il-2/il-17),,26.0,
13068,(il-2/il-18),,0.0,
13069,(carboplatin/filgrastim),,2.0,
13070,(pazopanib/cyp3a4),,22.0,
13071,(losartan/ampk),,17.0,
13072,(imatinib/hsp90),,6.0,
13073,(il-2/il-22),,26.0,
13074,(celecoxib/her2),,22.0,
13075,(il-2/il-21),,0.0,
13076,(il-2/il-27),,4.0,
13077,(il-2/il-24),,2.0,
13078,(cyclosporin/cd45),,14.0,
13079,(chlorpropamide/niddm),,3.0,
13080,(papaverine/edrf),,14.0,
13081,(il-2/il-1b),,18.0,
13082,(l-tryptophan/tryptophanase),,2.0,
13083,(paracetamol/agas),,23.0,
13084,(sertraline/cyp2d6),,3.0,
13085,(rolipram/inos),,2.0,
13086,(isoniazid/cyp3a),,19.0,
13087,(fluoxetine/c-flip),,23.0,
13088,(estra-1/sulfatase),,22.0,
13089,(doxorubicin/h2ax),,2.0,
13090,(irbesartan/at-1),,22.0,
13091,(suramin/pai-2),,23.0,
13092,(cyclosporin/cd54),,23.0,
13093,(isoproterenol/inositol),,18.0,
13094,(naloxone/enos),,25.0,
13095,(corticosteroids/pghs-2),,4.0,
13096,(pravastatin/oatp1),,18.0,
13097,(mifepristone/bfgf),,4.0,
13098,(isoniazid/cyp2e),,23.0,
13099,(ddavp/prostasin),,4.0,
13100,(cyclizine/cyp2c9),,9.0,
13101,(g-csf/mad1),,28.0,
13102,(doxorubicin/lox-1),,18.0,
13103,(diclofenac/proteoglycanase),,22.0,
13104,(forskolin/mmp-2),,25.0,
13105,(azacitidine/myopodin),,14.0,
13106,(glucosamine/osteopontin),,28.0,
13107,(bisphosphonates/nf-kappab),,20.0,
13108,(hydroxyurea/rad50),,18.0,
13109,(hydroxyurea/rad52),,23.0,
13110,(forskolin/mmp-9),,26.0,
13111,(n-acetylcysteine/nsmase),,13.0,
13112,(hyaluronan/cd44),,0.0,
13113,(oltipraz/ref-1),,4.0,
13114,(chloroquine/gstm1),,28.0,
13115,(il-11/il11),,25.0,
13116,(oxatomide/nadph),,24.0,
13117,(octreotide/pro1),,18.0,
13118,(irbesartan/at1r),,6.0,
13119,(hydroxyurea/rad60),,18.0,
13120,(nefazodone/cyp3a4),,22.0,
13121,(gm-csf/yb-1),,2.0,
13122,(hyaluronan/cd16),,14.0,
13123,(chlorzoxazone/cyp1a2),,23.0,
13124,(hyaluronan/cd14),,2.0,
13125,(berberine/irs-1),,14.0,
13126,(sam-e/catechol-o-methyltransferase),,14.0,
13127,(fluconazole/gm-csf),,2.0,
13128,(melatonin/ct18),,10.0,
13129,(methylprednisolone/tnfr1),,4.0,
13130,(resveratrol/papp-a),,23.0,
13131,(prostacyclin/ep3-i),,22.0,
13132,(candesartan/ctgf),,27.0,
13133,(atazanavir/ubiquitin),,2.0,
13134,(hyaluronan/cd25),,23.0,
13135,(trimethoprim/cyp2c8),,22.0,
13136,(curcumin/mrp2),,18.0,
13137,(curcumin/mrp1),,18.0,
13138,(mimosine/p21cip1),,25.0,
13139,(curcumin/mrp5),,22.0,
13140,(ritodrine/sult1a1),,23.0,
13141,(nitrofurantoin/p-gp),,21.0,
13142,(atra/asb-2),,4.0,
13143,(paclitaxel/gadd45gip1),,18.0,
13144,(trastuzumab/igfbp-3),,14.0,
13145,(verapamil/cyp3a4),,3.0,
13146,(diazepam/agas),,23.0,
13147,(pgi2/il-1),,10.0,
13148,(cyclosporin/cd28),,24.0,
13149,(fk506/clss),,23.0,
13150,(dexamethasone/lcat),,2.0,
13151,(n-acetyl-d-glucosamine/heparan),,18.0,
13152,(gefitinib/tlr9),,10.0,
13153,(nitroprusside/p44mapk),,8.0,
13154,(lidocaine/acat),,13.0,
13155,(clomiphene/shbg),,2.0,
13156,(metformin/aicar),,2.0,
13157,(pioglitazone/visfatin),,29.0,
13158,(dasatinib/c-fms),,14.0,
13159,(bromocriptine/gnrh),,15.0,
13160,(clopidogrel/cyp3a),,14.0,
13161,(creatine/chkb),,14.0,
13162,(gefitinib/hoct1),,23.0,
13163,(quetiapine/inos),,4.0,
13164,(prednisolone/interleukin-10),,14.0,
13165,(nicardipine/dhpr),,22.0,
13166,(nicardipine/dhps),,23.0,
13167,(menadione/pten),,19.0,
13168,(letrozole/her2),,22.0,
13169,(perhexiline/nadph),,19.0,
13170,(pyridoxal/nicotinamide),,2.0,
13171,(forskolin/cyp11b2),,2.0,
13172,(propofol/bcl-2),,25.0,
13173,(rofecoxib/cox-1),,22.0,
13174,(rofecoxib/cox-2),,6.0,
13175,(cilomilast/copd),,6.0,
13176,(benzamides/hdac),,11.0,
13177,(hyaluronate/endo-beta-n-acetylglucosaminidase),,18.0,
13178,(hyaluronan/behab),,5.0,
13179,(estradiol/er-alpha),,23.0,
13180,(fluvoxamine/5-ht2c),,0.0,
13181,(streptokinase/neuraminidase),,23.0,
13182,(glcnac/sulfotransferase),,2.0,
13183,(estradiol/ghrelin),,2.0,
13184,(genistein/glut1),,14.0,
13185,(fluoxetine/aqp2),,8.0,
13186,(atorvastatin/mcp-1),,26.0,
13187,(resveratrol/5-lipoxygenase),,23.0,
13188,(pentobarbital/hsp27),,26.0,
13189,(clozapine/cyp2c9),,22.0,
13190,(estradiol/igfbp-3),,15.0,
13191,(estradiol/igfbp-4),,26.0,
13192,(estradiol/igfbp-1),,26.0,
13193,(indomethacin/il-11),,25.0,
13194,(il-2/nf90),,5.0,
13195,(estradiol/igfbp-2),,29.0,
13196,(4-methylpyrazole/demethylase),,2.0,
13197,(troglitazone/ppar-gamma),,0.0,
13198,(daunorubicin/igf-i),,2.0,
13199,(metoprolol/cgrp),,2.0,
13200,(noradrenaline/alpha1),,4.0,
13201,(fluvastatin/statin),,0.0,
13202,(carnitine/cdsp),,14.0,
13203,(clonidine/adrenocorticotropin),,2.0,
13204,(sunitinib/vegf),,22.0,
13205,(genistein/egfr),,0.0,
13206,(metformin/nf-kappab),,23.0,
13207,(progestogens/lhrh),,18.0,
13208,(indomethacin/il-18),,18.0,
13209,(rifampin/beta-galactosidase),,8.0,
13210,(telmisartan/gp91phox),,2.0,
13211,(pyrimethamine/mmp-2),,11.0,
13212,(norepinephrine/lhrh),,0.0,
13213,(glyburide/niddm),,0.0,
13214,(oxybutynin/cyp3a4),,19.0,
13215,(iloprost/thrombomodulin),,23.0,
13216,(caspofungin/cbps),,18.0,
13217,(deoxyadenosine/ctni),,2.0,
13218,(daunorubicin/cox-1),,23.0,
13219,(alendronate/hips),,0.0,
13220,(doxorubicin/nf-kappab),,0.0,
13221,(camptothecin/wrnip1),,2.0,
13222,(lovastatin/inos),,25.0,
13223,(lutein/stat3),,14.0,
13224,(rosiglitazone/tlr4),,0.0,
13225,(ropinirole/zif-268),,20.0,
13226,(gm-csf/creb),,18.0,
13227,(forskolin/psti),,10.0,
13228,(caspofungin/dectin-1),,2.0,
13229,(isoflurane/bace),,26.0,
13230,(timolol/bcl-2),,8.0,
13231,(staurosporine/fkbp51),,14.0,
13232,(spermine/trpm7),,23.0,
13233,(cyclophosphamide/il-18),,2.0,
13234,(rapamycin/ghrelin),,23.0,
13235,(morphine-6-glucuronide/pebp),,2.0,
13236,(glcnac/n-acetylglucosaminyltransferase),,27.0,
13237,(clonidine/nnos),,10.0,
13238,(rapamycin/igf1r),,23.0,
13239,(vincristine/hsp75),,2.0,
13240,(taurine/nadph),,23.0,
13241,(octreotide/somatomedin-c),,14.0,
13242,(il-2/nf45),,23.0,
13243,(prostacyclin/beta-induced),,23.0,
13244,(rapamycin/igfbp-5),,14.0,
13245,(ampicillin/hpept1),,2.0,
13246,(lovastatin/inositol),,23.0,
13247,(rosiglitazone/nefa),,28.0,
13248,(indomethacin/pgl2),,2.0,
13249,(valsartan/shp-2),,14.0,
13250,(clozapine/t-bet),,14.0,
13251,(dexamethasone/sult1a1),,1.0,
13252,(rosiglitazone/adiponectin),,26.0,
13253,(doxycycline/cyclooxygenase-2),,14.0,
13254,(dhea/interleukin-10),,10.0,
13255,(l-tryptophan/trna),,23.0,
13256,(prostacyclin/mmp-9),,26.0,
13257,(atra/osteoprotegerin),,17.0,
13258,(aldosterone/chif),,24.0,
13259,(josamycin/ct28),,8.0,
13260,(clenbuterol/bcl-xl),,26.0,
13261,(telmisartan/enos),,2.0,
13262,(cyclosporine/nf-kappab),,13.0,
13263,(tolterodine/herg),,22.0,
13264,(rosiglitazone/rantes),,26.0,
13265,(duloxetine/ghrelin),,14.0,
13266,(hemin/trka),,18.0,
13267,(ru486/sult1e1),,18.0,
13268,(capsaicin/tachykinin),,0.0,
13269,(rosiglitazone/il-10),,27.0,
13270,(rapamycin/enos),,29.0,
13271,(saha/hdac6),,22.0,
13272,(vasopressin/scop),,18.0,
13273,(estradiol-17beta/igfbp3),,23.0,
13274,(salbutamol/pde4),,23.0,
13275,(melatonin/ho-1),,25.0,
13276,(amitriptyline/herg),,22.0,
13277,(saha/hdac2),,18.0,
13278,(genistein/pacap),,17.0,
13279,(maytansine/calmodulin),,9.0,
13280,(hyaluronidase/acrosomal),,0.0,
13281,(indomethacin/pgd2),,14.0,
13282,(hydroquinone/cdk4),,8.0,
13283,(urokinase/ang-2),,10.0,
13284,(rapamycin/igf-i),,25.0,
13285,(leflunomide/il-1ra),,22.0,
13286,(amiodarone/herg),,27.0,
13287,(curcumin/survivin),,18.0,
13288,(clofibrate/mdm2),,2.0,
13289,(cyclosporine/kallikrein),,27.0,
13290,(infliximab/resistin),,2.0,
13291,(atorvastatin/tsc2),,14.0,
13292,(enalapril/niddm),,14.0,
13293,(acetazolamide/aqp1),,27.0,
13294,(acetazolamide/aqp4),,22.0,
13295,(pge2/fgf-9),,2.0,
13296,(curcumin/acp1),,8.0,
13297,(docetaxel/etanercept),,29.0,
13298,(docetaxel/thrombospondin-1),,14.0,
13299,(prednisolone/nclf),,25.0,
13300,(l-threonine/rictor),,23.0,
13301,(valsartan/tgfbeta),,0.0,
13302,(fexofenadine/oatp),,21.0,
13303,(sirolimus/mtor),,22.0,
13304,(diazoxide/abcc8),,14.0,
13305,(pentobarbital/cyp2b6),,14.0,
13306,(meth/gfap),,2.0,
13307,(dexamethasone/ghs-r),,23.0,
13308,(dimethylxanthine/cyp2a6),,2.0,
13309,(n-acetylcysteine/nf-kappab),,9.0,
13310,(phosphatidylserine/apcs),,2.0,
13311,(lisinopril/mmp-9),,5.0,
13312,(neratinib/erbb),,18.0,
13313,(chloramphenicol/rela),,14.0,
13314,(oxaliplatin/trpm8),,2.0,
13315,(atra/hdac),,28.0,
13316,(genistein/jak2),,22.0,
13317,(resveratrol/agas),,23.0,
13318,(estradiol/bcrp),,23.0,
13319,(glcnac/mgat3),,18.0,
13320,(l-penicillamine/cox-2),,4.0,
13321,(atorvastatin/fchl),,8.0,
13322,(metoprolol/thrombospondin-1),,1.0,
13323,(chloroquine/trna),,0.0,
13324,(alendronate/pthrp),,8.0,
13325,(ribavirin/ifn-gamma),,22.0,
13326,(nifedipine/ppar-gamma),,18.0,
13327,(atra/chmp1a),,13.0,
13328,(collagenase/pai-1),,3.0,
13329,(estradiol/enos),,0.0,
13330,(doxycycline/hmlh1),,2.0,
13331,(thiopentone/inositol),,2.0,
13332,(estradiol/cox-2),,25.0,
13333,(prednisolone/cd41b),,23.0,
13334,(orlistat/pc-3),,13.0,
13335,(procaterol/ppargamma),,25.0,
13336,(capsaicin/gp130),,18.0,
13337,(ketoprofen/pghs-2),,22.0,
13338,(estradiol/igf-i),,0.0,
13339,(gp120/scd4),,0.0,
13340,(bortezomib/xiap),,18.0,
13341,(capsaicin/gastrin),,14.0,
13342,(flurbiprofen/ugt2b7),,4.0,
13343,(gemcitabine/brca1),,2.0,
13344,(nateglinide/adiponectin),,14.0,
13345,(taxanes/nf-kappab),,18.0,
13346,(clozapine/cyp2d6),,19.0,
13347,(naringenin/aromatase),,20.0,
13348,(irinotecan/oatp1b1),,23.0,
13349,(bortezomib/egfr),,23.0,
13350,(doxorubicin/cd95l),,23.0,
13351,(gabapentin/beta4),,18.0,
13352,(quinapril/nnos),,23.0,
13353,(ranitidine/cyp1a2),,23.0,
13354,(bezafibrate/ppar-alpha),,0.0,
13355,(fluvoxamine/5-ht1a),,24.0,
13356,(ng-monomethyl-l-arginine/ifn-gamma),,8.0,
13357,(quetiapine/cyp1a2),,18.0,
13358,(toremifene/cyp1a2),,9.0,
13359,(lutein/inos),,29.0,
13360,(eptifibatide/pac-1),,7.0,
13361,(ceftriaxone/il-10),,14.0,
13362,(haloperidol/nnos),,18.0,
13363,(l-arg/vegf),,2.0,
13364,(clozapine/cyp2e1),,14.0,
13365,(valdecoxib/cyclooxygenase-2),,6.0,
13366,(forskolin/mglur2),,7.0,
13367,(vinblastine/nr1i2),,2.0,
13368,(minocycline/sox10),,18.0,
13369,(chloramphenicol/nt-3),,0.0,
13370,(docetaxel/g-csf),,0.0,
13371,(budesonide/muc2),,8.0,
13372,(furosemide/kallikrein),,2.0,
13373,(cetuximab/pik3ca),,14.0,
13374,(berberine/adiponectin),,27.0,
13375,(paclitaxel/endostatin),,23.0,
13376,(norepinephrine/preproenkephalin),,14.0,
13377,(ornithine/car2),,2.0,
13378,(peroxides/paraoxonase),,2.0,
13379,(cromoglycate/egfr),,2.0,
13380,(rapamycin/pmr1),,23.0,
13381,(ornithine/car1),,4.0,
13382,(ketamine/cholinesterase),,18.0,
13383,(estramustine/lhrh),,0.0,
13384,(latanoprost/mttc),,14.0,
13385,(etoposide/p38alpha),,7.0,
13386,(atra/cyp26c1),,14.0,
13387,(diltiazem/cav1),,22.0,
13388,(dextran/sdc1),,14.0,
13389,(atra/bfgf),,10.0,
13390,(curcumin/cop9),,1.0,
13391,(methacholine/cholinesterase),,2.0,
13392,(isoprenaline/calcitonin),,23.0,
13393,(pge2/bdnf),,13.0,
13394,(trastuzumab/her-2),,0.0,
13395,(risperidone/il-10),,10.0,
13396,(ondansetron/p-gp),,25.0,
13397,(nevirapine/ldlr),,14.0,
13398,(dextran/heparan),,13.0,
13399,(doxorubicin/lhrh),,2.0,
13400,(carboplatin/timp-1),,18.0,
13401,(dhea/dheas),,0.0,
13402,(nystatin/caveolin-1),,2.0,
13403,(resveratrol/s6k1),,2.0,
13404,(warfarin/cyp3a4),,23.0,
13405,(warfarin/cyp3a5),,23.0,
13406,(pge2/visfatin),,23.0,
13407,(sulphasalazine/tpmt),,7.0,
13408,(itraconazole/abpa),,18.0,
13409,(rosuvastatin/statin),,0.0,
13410,(amitriptyline/calmodulin),,5.0,
13411,(tetracyclines/pla2),,20.0,
13412,(diltiazem/p-gp),,2.0,
13413,(clofazimine/etanercept),,0.0,
13414,(bortezomib/skp2),,8.0,
13415,(cetuximab/pten),,3.0,
13416,(azithromycin/trem-1),,8.0,
13417,(desloratadine/ifn-gamma),,18.0,
13418,(chloramphenicol/reca),,3.0,
13419,(leflunomide/lymphokine),,23.0,
13420,(dexamethasone/rip2),,14.0,
13421,(arsenite/vegf),,25.0,
13422,(dexamethasone/rip4),,2.0,
13423,(gefitinib/bcl-2),,4.0,
13424,(doxorubicin/sphk1),,14.0,
13425,(imipramine/catechol-o-methyltransferase),,14.0,
13426,(forskolin/darpp-32),,18.0,
13427,(forskolin/et-2),,18.0,
13428,(forskolin/erk5),,28.0,
13429,(telmisartan/ppargamma),,0.0,
13430,(leflunomide/stat6),,1.0,
13431,(g-csf/interleukin-10),,23.0,
13432,(capsaicin/mmp-9),,1.0,
13433,(g-csf/interleukin-11),,2.0,
13434,(genistein/mucin),,1.0,
13435,(spironolactone/alpha-enac),,7.0,
13436,(pentobarbitone/lhrh),,3.0,
13437,(aripiprazole/bdnf),,26.0,
13438,(dexamethasone/il-22),,8.0,
13439,(phenylephrine/cd50),,9.0,
13440,(dexamethasone/il-20),,8.0,
13441,(glutaraldehyde/mater),,14.0,
13442,(zoxazolamine/cyp2e1),,14.0,
13443,(chlorpromazine/brak),,14.0,
13444,(amiloride/mlck),,29.0,
13445,(calcitriol/erk1),,29.0,
13446,(melphalan/bdnf),,14.0,
13447,(melatonin/ghrh),,0.0,
13448,(sulfadoxine/dhfr),,2.0,
13449,(mithramycin/muc2),,18.0,
13450,(dexamethasone/il-13),,25.0,
13451,(staurosporine/gm-csf),,18.0,
13452,(dexamethasone/il-15),,27.0,
13453,(dexamethasone/il-16),,8.0,
13454,(dexamethasone/il-10),,25.0,
13455,(dexamethasone/il-11),,26.0,
13456,(phosphatidylserine/reticulum),,2.0,
13457,(diclofenac/ccl4),,2.0,
13458,(celecoxib/ape-1),,18.0,
13459,(ouabain/sacs),,23.0,
13460,(nadroparin/reteplase),,18.0,
13461,(losartan/enos),,23.0,
13462,(dexamethasone/rita),,26.0,
13463,(sevoflurane/ergic),,23.0,
13464,(rapamycin/bcl2),,5.0,
13465,(dexamethasone/il-17),,18.0,
13466,(methylphenidate/dynorphin),,13.0,
13467,(saracatinib/pc-3),,23.0,
13468,(mesalamine/il-10),,25.0,
13469,(bortezomib/amyloidosis),,0.0,
13470,(rabeprazole/gastrin),,21.0,
13471,(gp120/furin),,2.0,
13472,(norepinephrine/nf-kappab),,6.0,
13473,(captopril/fasl),,23.0,
13474,(clozapine/hsp70),,12.0,
13475,(diazoxide/shbg),,23.0,
13476,(bupivacaine/myostatin),,18.0,
13477,(rosiglitazone/vaspin),,2.0,
13478,(alfentanil/cyp3a),,14.0,
13479,(valsartan/reticulum),,2.0,
13480,(paclitaxel/cyp2c8),,19.0,
13481,(bleomycin/parp),,23.0,
13482,(etoposide/chk2),,23.0,
13483,(il-2/mcp1),,7.0,
13484,(citalopram/beta-thromboglobulin),,23.0,
13485,(l-cys/5-opase),,2.0,
13486,(cefaclor/gpr93),,28.0,
13487,(physostigmine/cholinesterase),,28.0,
13488,(peroxides/sasp),,23.0,
13489,(dexamethasone/ht-1080),,0.0,
13490,(triflusal/beta-thromboglobulin),,19.0,
13491,(arsenite/foxo3a),,2.0,
13492,(arsenite/akt1),,20.0,
13493,(norepinephrine/kallikrein),,0.0,
13494,(bleomycin/apoe),,23.0,
13495,(il-2/bcl-6),,23.0,
13496,(paclitaxel/cyp2d6),,1.0,
13497,(il-2/bcl-2),,8.0,
13498,(halofantrine/herg),,0.0,
13499,(curcumin/hif-1alpha),,27.0,
13500,(zileuton/5-lipoxygenase),,3.0,
13501,(hemin/mcp-1),,4.0,
13502,(mesna/inos),,8.0,
13503,(hydroxyurea/aqp1),,8.0,
13504,(estradiol/ppargamma),,24.0,
13505,(hydroxytryptamine/5ht1a),,18.0,
13506,(aminophylline/aa-nat),,18.0,
13507,(pge2/igf-ii),,2.0,
13508,(il-1ra/ifn-gamma),,0.0,
13509,(glyburide/erk-1),,18.0,
13510,(enalapril/vegf),,15.0,
13511,(dexamethasone/c4bp),,8.0,
13512,(vincristine/hsp27),,18.0,
13513,(leflunomide/inos),,3.0,
13514,(hydrocortisone/nt-3),,14.0,
13515,(dexamethasone/tlr2),,9.0,
13516,(dexamethasone/tlr4),,18.0,
13517,(midazolam/agas),,14.0,
13518,(losartan/f13a),,0.0,
13519,(montelukast/inos),,6.0,
13520,(paclitaxel/cyp2e1),,18.0,
13521,(doxycycline/ml-1),,18.0,
13522,(bromperidol/cyp3a4),,22.0,
13523,(topotecan/pc-3),,2.0,
13524,(il-2/irs-1),,2.0,
13525,(econazole/aromatase),,20.0,
13526,(diazoxide/orp150),,2.0,
13527,(fluvoxamine/5-httlpr),,23.0,
13528,(suramin/pc-3),,14.0,
13529,(dexamethasone/rantes),,26.0,
13530,(ganciclovir/pc-2),,0.0,
13531,(corticosteroids/clca1),,1.0,
13532,(gemcitabine/cnt1),,14.0,
13533,(rapamycin/p70s6k1),,5.0,
13534,(sulfadoxine/dhps),,19.0,
13535,(estradiol/tde2),,1.0,
13536,(pegfilgrastim/sod1),,18.0,
13537,(cyclosporine/cyclophilin),,0.0,
13538,(pgi2/atiii),,4.0,
13539,(verteporfin/vegf),,14.0,
13540,(bleomycin/tert),,18.0,
13541,(doxorubicin/ezh2),,2.0,
13542,(cisplatin/fasl),,1.0,
13543,(tretinoin/il-5),,26.0,
13544,(dexamethasone/adiponectin),,26.0,
13545,(bleomycin/terc),,23.0,
13546,(hyaluronan/rhamm),,0.0,
13547,(tamoxifen/fmo1),,2.0,
13548,(ketamine/cd80),,4.0,
13549,(estradiol/p450scc),,14.0,
13550,(bupropion/cyp2b),,23.0,
13551,(il-1ra/m-csf),,18.0,
13552,(tamoxifen/fmo3),,14.0,
13553,(mithramycin/mtrx),,18.0,
13554,(gliclazide/lox-1),,25.0,
13555,(troglitazone/eotaxin),,10.0,
13556,(fentanyl/semg),,2.0,
13557,(cyclophosphamide/pseudocholinesterase),,9.0,
13558,(il-2/sca-1),,2.0,
13559,(pitavastatin/survivin),,2.0,
13560,(dasatinib/ddr2),,3.0,
13561,(ornithine/slc25a15),,14.0,
13562,(dexamethasone/areg),,23.0,
13563,(il-2/pap-i),,14.0,
13564,(ketorolac/fmlp),,23.0,
13565,(estradiol/kininogen),,1.0,
13566,(sorafenib/stat3),,13.0,
13567,(naltrexone/preprodynorphin),,14.0,
13568,(mannitol/cx43),,2.0,
13569,(metoprolol/adrb1),,23.0,
13570,(imiquimod/gm-csf),,18.0,
13571,(estrone/oatp4c1),,18.0,
13572,(ketoconazole/24-ohase),,14.0,
13573,(everolimus/huntingtin),,27.0,
13574,(glcnac/mfng),,14.0,
13575,(paclitaxel/hsp27),,27.0,
13576,(estradiol/cdk2),,13.0,
13577,(glucosamine/furin),,14.0,
13578,(celecoxib/hoat3),,28.0,
13579,(adomet/prmt1),,21.0,
13580,(atra/g-csf),,0.0,
13581,(estradiol/caveolin-1),,27.0,
13582,(l-asparagine/asase),,2.0,
13583,(acarbose/alpha-amylase),,3.0,
13584,(metronidazole/oxidoreductase),,3.0,
13585,(rituximab/fcgr3a),,5.0,
13586,(nifedipine/pla2),,23.0,
13587,(atra/cyp26a1),,19.0,
13588,(anilides/hdac),,18.0,
13589,(cisplatin/tfiih),,18.0,
13590,(auranofin/5-lipoxygenase),,18.0,
13591,(propofol/bmp-7),,8.0,
13592,(neomycin/nachr),,18.0,
13593,(carbachol/tao2),,28.0,
13594,(theophylline/nf-kappab),,20.0,
13595,(ctla4ig/b7-1),,22.0,
13596,(flunitrazepam/agas),,18.0,
13597,(ctla4ig/b7-2),,15.0,
13598,(berberine/il-10),,26.0,
13599,(nafcillin/oatp1b3),,23.0,
13600,(phosphatidylserine/caldesmon),,2.0,
13601,(gemfibrozil/inos),,13.0,
13602,(clomiphene/lhrh),,0.0,
13603,(vardenafil/sep3),,2.0,
13604,(tegaserod/5-ht4),,0.0,
13605,(ornithine/slc25a29),,14.0,
13606,(dexamethasone/pgdh),,22.0,
13607,(ergotamine/gnrh),,29.0,
13608,(phosphatidylserine/kchip1),,10.0,
13609,(nifedipine/neuraminidase),,18.0,
13610,(perifosine/caveolin-1),,8.0,
13611,(rolipram/gnrh),,8.0,
13612,(penicillamine/mn-sod),,4.0,
13613,(enoximone/copd),,23.0,
13614,(dexamethasone/ostf1),,18.0,
13615,(n-acetylcysteine/fmlp),,2.0,
13616,(diuretics/oat1),,23.0,
13617,(forskolin/ghrh),,2.0,
13618,(etoposide/hdac),,14.0,
13619,(tolmetin/beta-tg),,2.0,
13620,(gm-csf/csif),,2.0,
13621,(rc-160/shp-1),,23.0,
13622,(verapamil/p-selectin),,4.0,
13623,(iohexol/cholinesterase),,22.0,
13624,(oleandomycin/glycosyltransferase),,15.0,
13625,(corticosteroids/dkk-1),,23.0,
13626,(rosiglitazone/skp2),,2.0,
13627,(diclofenac/cox-2),,22.0,
13628,(diclofenac/cox-1),,22.0,
13629,(indomethacin/mucin),,26.0,
13630,(rapamycin/gcn2),,28.0,
13631,(amiloride/mcp-1),,25.0,
13632,(forskolin/prot),,0.0,
13633,(furosemide/kcc2),,3.0,
13634,(perifosine/aipc),,23.0,
13635,(d-penicillamine/met-enkephalin),,0.0,
13636,(coumarin/faah),,18.0,
13637,(oxaliplatin/gstp1),,23.0,
13638,(losartan/niddm),,14.0,
13639,(ibutilide/cyp3a4),,19.0,
13640,(clonidine/p300),,23.0,
13641,(aprotinin/igf-i),,23.0,
13642,(cisplatin/rhogdi2),,7.0,
13643,(gemcitabine/kras),,3.0,
13644,(vorinostat/runx3),,2.0,
13645,(bortezomib/thrombospondin),,2.0,
13646,(dexamethasone/glut4),,9.0,
13647,(zolmitriptan/cyp1a2),,19.0,
13648,(irap/p115),,14.0,
13649,(curcumin/runx2),,28.0,
13650,(dexamethasone/glut2),,8.0,
13651,(dexamethasone/glut1),,4.0,
13652,(estradiol/akt1),,13.0,
13653,(rapamycin/ccr5),,18.0,
13654,(rapamycin/ccr2),,14.0,
13655,(octreotide/mmp-9),,18.0,
13656,(coumarin/cyp2d),,21.0,
13657,(pge2/pla2),,10.0,
13658,(coumarin/cyp2a),,27.0,
13659,(enoxacin/cyp1a2),,4.0,
13660,(ranolazine/cyp2d6),,7.0,
13661,(haloperidol/5-ht1a),,13.0,
13662,(proguanil/cyp2c19),,21.0,
13663,(estradiol/oatp),,29.0,
13664,(geldanamycin/enos),,25.0,
13665,(sti-571/wave3),,14.0,
13666,(cisplatin/pdcd5),,29.0,
13667,(tamoxifen/lhrh),,0.0,
13668,(cisplatin/kip1),,4.0,
13669,(rofecoxib/vegf),,26.0,
13670,(trimetrexate/nadph),,22.0,
13671,(spironolactone/ctgf),,17.0,
13672,(estradiol/transcortin),,10.0,
13673,(cyclosporine/cypa),,22.0,
13674,(cyclosporine/cypd),,19.0,
13675,(dasatinib/mcl-1),,18.0,
13676,(creatine/vdac1),,7.0,
13677,(fk506/amphiregulin),,23.0,
13678,(ezetimibe/gpihbp1),,23.0,
13679,(meth/alpha-glucosidase),,20.0,
13680,(tranilast/smad2),,2.0,
13681,(curcumin/npc1l1),,26.0,
13682,(atra/thrombomodulin),,23.0,
13683,(terbinafine/cyp2d6),,3.0,
13684,(sargramostim/filgrastim),,0.0,
13685,(filgrastim/sargramostim),,0.0,
13686,(norethindrone/p-gp),,14.0,
13687,(beta-estradiol/umtck),,10.0,
13688,(nabumetone/cox-1),,14.0,
13689,(nabumetone/cox-2),,11.0,
13690,(l-phenylalanine/trna),,23.0,
13691,(oltipraz/cyp7a1),,27.0,
13692,(gemcitabine/survivin),,11.0,
13693,(hemin/nramp1),,2.0,
13694,(ctla4ig/ctla4),,25.0,
13695,(atorvastatin/sr-bi),,2.0,
13696,(coumarin/cyp3a),,21.0,
13697,(imipramine/mglur1a),,6.0,
13698,(triiodothyronine/abc28),,18.0,
13699,(desipramine/creb),,8.0,
13700,(estradiol/slc32a1),,10.0,
13701,(curcumin/mtor),,25.0,
