,druggene,row_indice
22453,"(rosiglitazone,tgfbeta)",10738
22454,"(oxaliplatin,noxa)",10739
22455,"(enemas,bfgf)",10740
22456,"(telmisartan,acsl1)",10741
22457,"(miglitol,alpha-glucosidase)",10742
22464,"(fluvastatin,sgk1)",10743
22465,"(capsaicin,endothelin-1)",10744
22467,"(il-2,cd122)",10745
22472,"(estradiol,hcar)",10746
22473,"(il-2,cd132)",10747
22474,"(hyaluronidase,chondroitinsulfatase)",10748
22475,"(il-2,cd11c)",10749
22476,"(l-histidine,hnmt)",10750
22477,"(il-2,cd11a)",10751
22478,"(propranolol,ccl4)",10752
22479,"(orbofiban,p-selectin)",10753
22480,"(6-mercaptopurine,agas)",10754
22481,"(olanzapine,cholinesterase)",10755
22482,"(fenofibrate,ctgf)",10756
22483,"(gm-csf,egr-1)",10757
22488,"(simvastatin,rasgrf1)",10758
22489,"(prednisolone,smarcb1)",10759
22490,"(furafylline,cyp1a2)",10760
22498,"(furafylline,cyp1a1)",10761
22499,"(enoxaparin,nice-4)",10762
22500,"(carotenoid,ml-1)",10763
22501,"(analgesics,cyp2d6)",10764
22502,"(gemfibrozil,ugt2b7)",10765
22504,"(propylthiouracil,ikappabalpha)",10766
22505,"(papaverin,nicotinamide)",10767
22506,"(ximelagatran,il-10)",10768
22507,"(phenytoin,p-gp)",10769
22508,"(quinapril,lox-1)",10770
22509,"(dexamethasone,nhe3)",10771
22513,"(capsaicin,cyp1a1)",10772
22519,"(artesunate,rad51)",10773
22520,"(risedronate,sclerostin)",10774
22521,"(collagenase,mmp-13)",10775
22526,"(novobiocin,hsf1)",10776
22527,"(naproxen,pai-1)",10777
22528,"(dhea,dcip)",10778
22529,"(donepezil,5-ht2a)",10779
22530,"(cyclosporin,resistin)",10780
22531,"(bortezomib,ikappabalpha)",10781
22533,"(tirofiban,cd62p)",10782
22534,"(sorafenib,cyp3a4)",10783
22537,"(fibrates,apoc-iii)",10784
22538,"(evodiamine,asmase)",10785
22539,"(terfenadine,leukotriene)",10786
22540,"(azithromycin,demethylase)",10787
22541,"(roflumilast,pde4)",10788
22557,"(levofloxacin,ml-1)",10789
22558,"(montelukast,tachykinin)",10790
22559,"(amoxicillin,hpept1)",10791
22560,"(infliximab,cxcl16)",10792
22563,"(troglitazone,sglt1)",10793
22564,"(tofisopam,cyp3a4)",10794
22565,"(isoprenaline,pepck)",10795
22566,"(dexamethasone,ngfr)",10796
22567,"(pranlukast,vegf)",10797
22568,"(clavulanate,imp-1)",10798
22569,"(metformin,lkb1)",10799
22571,"(tipranavir,cyp3a)",10800
22572,"(anticholinergics,beta2)",10801
22575,"(troglitazone,cox-2)",10802
22578,"(isradipine,gin-1)",10803
22579,"(indomethacin,icam-1)",10804
22581,"(methazolamide,nppb)",10805
22582,"(arsenite,pepck)",10806
22583,"(methoxsalen,cyp1a2)",10807
22584,"(actd,fshr)",10808
22585,"(valsartan,fiaf)",10809
22586,"(fosinopril,niddm)",10810
22588,"(guaifenesin,eotaxin)",10811
22589,"(rolipram,stx2)",10812
22590,"(genistein,k-ras)",10813
22591,"(dhea,osteocalcin)",10814
22592,"(norepinephrine,statin)",10815
22593,"(clofibrate,peri)",10816
22594,"(gm-csf,beta2)",10817
22595,"(corticotrophin,mnsod)",10818
22597,"(riluzole,bcrp)",10819
22599,"(miconazole,herg)",10820
22601,"(lidocaine,n-acetyl-beta-glucosaminidase)",10821
22602,"(metaproterenol,alpha-msh)",10822
22603,"(anxiolytics,cholinesterase)",10823
22604,"(l-dopa,lhrh)",10824
22606,"(dexamethasone,apcs)",10825
22607,"(hydrocortisone,mcp-1)",10826
22608,"(lapatinib,p-gp)",10827
22610,"(mithramycin,beta-glucuronidase)",10828
22611,"(olanzapine,sod1)",10829
22612,"(carboplatin,ml-1)",10830
22614,"(troglitazone,mpges)",10831
22615,"(dobutamine,bdnf)",10832
22616,"(posaconazole,ppcs)",10833
22617,"(pge2,endo)",10834
22618,"(telmisartan,ppar-gamma)",10835
22627,"(rosiglitazone,parp)",10836
22628,"(bromocriptine,gnrh-r)",10837
22629,"(lovastatin,beta-induced)",10838
22630,"(amiodarone,lpla2)",10839
22631,"(tacrolimus,p-gp)",10840
22635,"(ru486,zap-70)",10841
22636,"(carboplatin,ca125)",10842
22637,"(mannitol,p5cs)",10843
22638,"(ddavp,vit32)",10844
22639,"(estradiol,gast)",10845
22640,"(pge2,niddm)",10846
22641,"(celecoxib,vegf)",10847
22652,"(trails,actg)",10848
22653,"(fenofibrate,ppar-alpha)",10849
22667,"(ketotifen,s100a12)",10850
22668,"(estradiol,agrp)",10851
22669,"(prostacyclin,inos)",10852
22671,"(phosphatidylserine,thrombospondin)",10853
22672,"(nifedipine,ghrelin)",10854
22673,"(tetrahydrobiopterin,enos)",10855
22681,"(cyclosporine,fsgs)",10856
22684,"(gefitinib,ifn-alpha)",10857
22685,"(cisplatin,mir-203)",10858
22686,"(spermine,phospholipase)",10859
22687,"(calcitriol,fgf-23)",10860
22690,"(staurosporine,phospholipase)",10861
22694,"(dexmedetomidine,caspase-3)",10862
22695,"(pitavastatin,lr11)",10863
22696,"(estradiol,akr1c1)",10864
22697,"(carnitine,agp2)",10865
22698,"(estradiol,akr1c2)",10866
22699,"(infliximab,icer)",10867
22700,"(troglitazone,ent1)",10868
22702,"(gp120,ctla4)",10869
22703,"(paracetamol,cox-2)",10870
22708,"(dextran,rela)",10871
22709,"(cisapride,herg)",10872
22717,"(paracetamol,cox-1)",10873
22720,"(beta-estradiol,ml-1)",10874
22721,"(tcgf,il-21)",10875
22722,"(collagenase,timp)",10876
22726,"(d-aldosterone,kallikrein)",10877
22728,"(pyridostigmine,igf-i)",10878
22730,"(prostacyclin,inositol)",10879
22731,"(glucosamine,g6pase)",10880
22733,"(hemin,nrf2)",10881
22735,"(rapamycin,gas5)",10882
22736,"(orlistat,adiponectin)",10883
22737,"(suramin,thrombospondin)",10884
22738,"(anticholinesterases,cholinesterase)",10885
22740,"(pge2,ce-1)",10886
22741,"(oxatomide,cyp3a4)",10887
22742,"(peroxides,pghs-2)",10888
22743,"(peroxides,pghs-1)",10889
22744,"(hydroxyurea,mad2)",10890
22745,"(triptan,5-ht1b)",10891
22746,"(azlocillin,ml-1)",10892
22747,"(prednisolone,cd23)",10893
22749,"(liraglutide,glp1)",10894
22750,"(spermine,nr2a)",10895
22751,"(prednisolone,cholinesterase)",10896
22752,"(spermine,nr2b)",10897
22753,"(dhea,factor-1)",10898
22754,"(thiethylperazine,abcc1)",10899
22755,"(carbachol,amylin)",10900
22756,"(rosiglitazone,icam-1)",10901
22759,"(topotecan,parp-1)",10902
22760,"(imatinib,zap70)",10903
22762,"(rofecoxib,beta-catenin)",10904
22763,"(berberine,mcl-1)",10905
22764,"(fludarabine,cd19)",10906
22765,"(daunorubicin,dt-diaphorase)",10907
22766,"(chlorothiazide,kallikrein)",10908
22767,"(gabapentin,creb)",10909
22768,"(tazarotene,rar-beta)",10910
22769,"(il-2,cx3cr1)",10911
22770,"(fluoxetine,glur1)",10912
22772,"(indomethacin,ipla2)",10913
22773,"(nifedipine,glp-1)",10914
22774,"(cisplatin,fancc)",10915
22775,"(desmopressin,avpr1b)",10916
22776,"(g-csf,mdr1)",10917
22777,"(isoproterenol,beta-glucuronidase)",10918
22778,"(lenograstim,g-csf)",10919
22782,"(g-csf,lenograstim)",10920
22787,"(dhea,cd40)",10921
22789,"(prednisolone,hla-b27)",10922
22790,"(noradrenaline,ml-1)",10923
22791,"(cilostazol,ccr2)",10924
22792,"(gemfibrozil,cyp3a4)",10925
22794,"(oxytocin,gnrh)",10926
22803,"(noradrenaline,nfkappab)",10927
22804,"(amantadine,rantes)",10928
22805,"(vasotocin,aromatase)",10929
22806,"(n-acetylcysteine,mlk3)",10930
22807,"(sulfasalazine,mrp2)",10931
22808,"(rabeprazole,inos)",10932
22809,"(hyaluronan,egfr)",10933
22810,"(ipratropium,calif)",10934
22811,"(misoprostol,ccl4)",10935
22814,"(gm-csf,mln51)",10936
22815,"(n-acetylcysteine,fasl)",10937
22816,"(forskolin,runx2)",10938
22817,"(staurosporine,zipk)",10939
22818,"(calcitriol,cyp24a1)",10940
22821,"(hyaluronan,claudin-2)",10941
22822,"(metyrapone,demethylase)",10942
22824,"(colchicine,mdr1)",10943
22826,"(cloxacillin,bsep)",10944
22827,"(warfarin,cyp1a1)",10945
22829,"(exenatide,fgf21)",10946
22830,"(metoclopramide,gastrin)",10947
22831,"(tacrine,hnmt)",10948
22832,"(warfarin,cyp1a2)",10949
22833,"(l-proline,hpat1)",10950
22834,"(calcein,mrp1)",10951
22839,"(olopatadine,p-gp)",10952
22840,"(pyridoxal,histaminase)",10953
22841,"(boceprevir,cyp3a4)",10954
22843,"(l-dopa,grk2)",10955
22844,"(haloperidol,spinophilin)",10956
22845,"(bleomycin,parp-1)",10957
22846,"(roflumilast,muc5ac)",10958
22847,"(oxytocin,er-beta)",10959
22848,"(paracetamol,hlugp4)",10960
22849,"(flurbiprofen,inos)",10961
22851,"(il-11,ccl2)",10962
22852,"(paracetamol,hlugp1)",10963
22853,"(haloperidol,fosb)",10964
22854,"(genistein,ikappabalpha)",10965
22856,"(curcumin,drg2)",10966
22857,"(carnitine,octn2)",10967
22877,"(amifostine,bcl-2)",10968
22878,"(carnitine,octn1)",10969
22881,"(perindopril,adiponectin)",10970
22882,"(corticosteroids,fsgs)",10971
22884,"(cyclophosphamide,reticulum)",10972
22885,"(bethanechol,gastrin)",10973
22887,"(corticosteroids,hbd-2)",10974
22888,"(prednisolone,cd64)",10975
22889,"(pitavastatin,notch1)",10976
22891,"(il-2,ifn-alpha)",10977
22920,"(propranolol,vegf)",10978
22924,"(dicumarol,inos)",10979
22925,"(riluzole,gdnf)",10980
22926,"(azelastine,ikappabalpha)",10981
22927,"(fludarabine,ap-1)",10982
22928,"(coumarin,nqo1)",10983
22929,"(citrulline,enos)",10984
22930,"(rivastigmine,butyrylcholinesterase)",10985
22932,"(forskolin,mtor)",10986
22933,"(montelukast,cyp3a4)",10987
22934,"(troglitazone,igfbp-1)",10988
22936,"(tamoxifen,nr2e3)",10989
22937,"(nifedipine,bcrp)",10990
22938,"(propranolol,calcitonin)",10991
22939,"(gp120,timp-1)",10992
22940,"(oxytocin,dtnb)",10993
22941,"(tamoxifen,mcp-1)",10994
22945,"(lovastatin,pten)",10995
22946,"(tamoxifen,hspb8)",10996
22947,"(vincristine,mrp1)",10997
22953,"(buspirone,5-ht1a)",10998
22982,"(dasatinib,jak2)",10999
22983,"(doxycycline,timp-2)",11000
22985,"(propafenone,cyp2d6)",11001
22988,"(thioridazine,calmodulin)",11002
22991,"(carnitine,oxidoreductase)",11003
22992,"(tadalafil,icos)",11004
22993,"(g-csf,caspase-1)",11005
22994,"(g-csf,caspase-3)",11006
22995,"(arformoterol,copd)",11007
22996,"(phenylephrine,bcl-2)",11008
22997,"(tamoxifen,fasl)",11009
22999,"(estradiol,gab2)",11010
23000,"(lopinavir,p-gp)",11011
23001,"(sertraline,mtor)",11012
23002,"(capecitabine,pthrp)",11013
23003,"(il-2,cd94)",11014
23004,"(theophylline,pde7a)",11015
23005,"(dutasteride,hif-1alpha)",11016
23006,"(ndga,ampk)",11017
23007,"(colchicine,p-gp)",11018
23011,"(gm-csf,p47phox)",11019
23012,"(forskolin,nachr)",11020
23014,"(hyaluronan,adiponectin)",11021
23015,"(prednisolone,cabp)",11022
23016,"(carbachol,cgrp)",11023
23018,"(metyrapone,adrenocorticotropin)",11024
23019,"(lovastatin,bmp2)",11025
23020,"(tranilast,stat1)",11026
23021,"(raloxifene,sult1e1)",11027
23022,"(spermine,ifn-gamma)",11028
23023,"(alendronate,fgf23)",11029
23024,"(il-2,cd86)",11030
23027,"(daptomycin,dapr)",11031
23029,"(il-2,cd80)",11032
23035,"(gemcitabine,ercc1)",11033
23036,"(trifluoperazine,egr-1)",11034
23037,"(cyclosporin,rantes)",11035
23038,"(fluorescein,g-csf)",11036
23039,"(pge2,cox-2)",11037
23076,"(pioglitazone,ampk)",11038
23080,"(pge2,cox-1)",11039
23090,"(colchicine,caspase-3)",11040
23091,"(vasopressin,v1br)",11041
23099,"(minocycline,il-1)",11042
23100,"(genistein,pc-3)",11043
23103,"(raloxifene,menin)",11044
23105,"(corticotropin,adrenocorticotropin)",11045
23106,"(mifepristone,vegf)",11046
23107,"(rosiglitazone,ikappabalpha)",11047
23108,"(artemisinin,cdk2)",11048
23110,"(fluoxetine,vglut1)",11049
23111,"(artemisinin,cdk4)",11050
23112,"(cefoperazone,roat1)",11051
23113,"(dasatinib,il-10)",11052
23114,"(pge2,igf-i)",11053
23123,"(bortezomib,reticulum)",11054
23124,"(fibrates,acot1)",11055
23125,"(il-2,c-fms)",11056
23126,"(pyrilamine,amph)",11057
23127,"(lenalidomide,pp2a)",11058
23128,"(estradiol,fgf-8)",11059
23129,"(lapatinib,4ebp1)",11060
23130,"(gp120,gpx1)",11061
23132,"(suramin,u-pa)",11062
23133,"(genistein,apob)",11063
23134,"(n-acetylcysteine,mcp-1)",11064
23135,"(celecoxib,ppargamma)",11065
23137,"(astemizole,gastrin)",11066
23138,"(sunitinib,lrrk2)",11067
23139,"(atorvastatin,fn14)",11068
23140,"(rosiglitazone,aqp2)",11069
23141,"(dantrolene,caspase-3)",11070
23142,"(lovastatin,cyp2c9)",11071
23143,"(l-mimosine,mcp-1)",11072
23144,"(corticotropin,crhr1)",11073
23145,"(triiodothyronine,shbg)",11074
23147,"(olanzapine,p-gp)",11075
23148,"(netilmicin,g-csf)",11076
23149,"(cyclophosphamide,srbc)",11077
23150,"(fexofenadine,hce1)",11078
23151,"(phenylephrine,mcfp)",11079
23152,"(quinacrine,oxidoreductase)",11080
23153,"(dexamethasone,osteonectin)",11081
23154,"(troglitazone,niddm)",11082
23158,"(zonisamide,cyp3a4)",11083
23160,"(cilostazol,ppargamma)",11084
23161,"(diuretics,hoat2)",11085
23162,"(diuretics,hoat3)",11086
23163,"(tacrine,nachr)",11087
23164,"(axitinib,vegf)",11088
23170,"(betaine,inositol)",11089
23171,"(levamisole,tnsalp)",11090
23172,"(curcumin,ugt1a1)",11091
23173,"(letrozole,hoxa10)",11092
23175,"(levetiracetam,inos)",11093
23176,"(mustine,preb)",11094
23177,"(ndga,ergic)",11095
23179,"(gefitinib,sp-d)",11096
23180,"(cyclophosphamide,icer)",11097
23181,"(mianserin,herg)",11098
23182,"(theophylline,pde4a)",11099
23183,"(norepinephrine,catechol-o-methyltransferase)",11100
23185,"(pge2,mpges)",11101
23188,"(dexamethasone,cpla2)",11102
23193,"(beta-estradiol,cyp3a)",11103
23194,"(curcumin,cox2)",11104
23195,"(pge2,pthrp)",11105
23196,"(genistein,icam-1)",11106
23198,"(secretin,pacap)",11107
23201,"(bezafibrate,l-fabp)",11108
23202,"(curcumin,hlj1)",11109
23204,"(ziprasidone,herg)",11110
23205,"(carbamazepine,cox-2)",11111
23206,"(cefuroxime,icam-1)",11112
23207,"(genistein,sulfotransferase)",11113
23211,"(doxorubicin,fcri)",11114
23212,"(valsartan,periostin)",11115
23213,"(melphalan,hilp)",11116
23217,"(letrozole,her-2)",11117
23218,"(il-11,igf-i)",11118
23219,"(genistein,porin)",11119
23220,"(enalapril,pept2)",11120
23221,"(curcumin,ptp1b)",11121
23222,"(bimatoprost,cox-2)",11122
23223,"(gp120,rcd4)",11123
23224,"(perifosine,beta-catenin)",11124
23225,"(naloxone,il-1)",11125
23226,"(sulphasalazine,gsts)",11126
23227,"(ezetimibe,pla2)",11127
23228,"(lovastatin,cyp2d6)",11128
23229,"(tegaserod,cyp2c19)",11129
23230,"(il-2,cd30)",11130
23232,"(dhea,ifn-alpha)",11131
23233,"(tranilast,inos)",11132
23234,"(phenformin,ampk)",11133
23242,"(il-2,cd23)",11134
23245,"(il-2,cd25)",11135
23283,"(il-2,cd28)",11136
23299,"(atorvastatin,p22phox)",11137
23300,"(naloxone,calmodulin)",11138
23301,"(bevacizumab,hif-1)",11139
23302,"(g-csf,foxp3)",11140
23303,"(cisplatin,clc-3)",11141
23304,"(melatonin,mtor)",11142
23305,"(bambuterol,bche)",11143
23308,"(bortezomib,icam-1)",11144
23309,"(vasopressin,lhrh)",11145
23311,"(phenytoin,osteocalcin)",11146
23313,"(il-2,cd20)",11147
23314,"(glibenclamide,kcnj11)",11148
23315,"(praziquantel,il-13)",11149
23316,"(nadh,parp)",11150
23317,"(adomet,trna)",11151
23318,"(il-2,cd16)",11152
23320,"(il-2,cd19)",11153
23321,"(curcumin,e2f4)",11154
23322,"(itraconazole,cyp3a4)",11155
23335,"(pamidronate,fpps)",11156
23336,"(ouabain,endothelin-1)",11157
23337,"(n-acetylcysteine,mnsod)",11158
23338,"(su11248,flt3)",11159
23339,"(fluoxetine,il-10)",11160
23340,"(il-2,factor-1)",11161
23341,"(pge2,igfbp-1)",11162
23343,"(captopril,fmlp)",11163
23344,"(il-11,il1r1)",11164
23345,"(indomethacin,amp-18)",11165
23346,"(doxycycline,bnipl-1)",11166
23347,"(cyclosporin,il-21)",11167
23348,"(bromocriptine,proopiomelanocortin)",11168
23349,"(pge2,igfbp-5)",11169
23352,"(il-2,sp-a)",11170
23353,"(pge2,igfbp-4)",11171
23354,"(curcumin,irak)",11172
23355,"(forskolin,cort)",11173
23356,"(il-2,cd44)",11174
23359,"(genistein,pcdh17)",11175
23362,"(sildenafil,nadph)",11176
23363,"(eplerenone,igf1r)",11177
23364,"(il-2,cd45)",11178
23366,"(capsaicin,mrp1)",11179
23367,"(il-2,cd46)",11180
23368,"(genistein,nhe3)",11181
23369,"(il-2,cd40)",11182
23371,"(troglitazone,pp2a)",11183
23372,"(verapamil,achn)",11184
23373,"(il-2,ap-1)",11185
23376,"(propranolol,p450scc)",11186
23377,"(paroxetine,bdnf)",11187
23380,"(fludarabine,ifn-alpha)",11188
23381,"(norepinephrine,frat1)",11189
23382,"(colchicine,cd11b)",11190
23383,"(ndga,ptgs2)",11191
23384,"(imatinib,cxcr4)",11192
23385,"(g-csf,cd114)",11193
23387,"(il-1ra,gm-csf)",11194
23389,"(gm-csf,il-1ra)",11195
23391,"(cyclosporin,il-10)",11196
23392,"(il-2,c-flip)",11197
23393,"(atrasentan,endothelin-1)",11198
23395,"(il-2,cd33)",11199
23396,"(clozapine,cyp1a2)",11200
23412,"(il-2,cd71)",11201
23415,"(misoprostol,cox-2)",11202
23417,"(genistein,fgf2)",11203
23418,"(creatine,cox-2)",11204
23420,"(d-fenfluramine,niddm)",11205
23421,"(exenatide,dpp-4)",11206
23422,"(ranitidine,cyp2d6)",11207
23424,"(hydroquinone,vkorc1)",11208
23425,"(epinastine,5-ht2a)",11209
23426,"(bleomycin,sp-a1)",11210
23427,"(pgi2,cox-2)",11211
23430,"(thyroxine,glucose-6-phosphatase)",11212
23432,"(quetiapine,cyp2d6)",11213
23434,"(il-2,cd69)",11214
23435,"(vorinostat,waf1)",11215
23436,"(paclitaxel,cltb)",11216
23437,"(nifedipine,niddm)",11217
23438,"(estradiol,grb14)",11218
23439,"(g-csf,cd11c)",11219
23440,"(g-csf,caspase-8)",11220
23441,"(g-csf,cd11b)",11221
23444,"(nadh,reticulum)",11222
23447,"(tacrolimus,mdr1)",11223
23448,"(atorvastatin,nf-kappab)",11224
23452,"(hyaluronidase,ph-20)",11225
23459,"(naringenin,acat)",11226
23460,"(cerulenin,reticulum)",11227
23461,"(g-csf,cd133)",11228
23462,"(il-2,cd56)",11229
23474,"(curcumin,irf3)",11230
23476,"(il-2,cd54)",11231
23478,"(creatine,igf-i)",11232
23479,"(etoposide,ca-125)",11233
23480,"(vasopressin,kallikrein)",11234
23485,"(berberine,gadd153)",11235
23487,"(trimethoprim,nadph)",11236
23488,"(papain,trehalase)",11237
23489,"(digoxin,il-17)",11238
23490,"(fk506,rotamase)",11239
23492,"(atra,gnt-v)",11240
23493,"(phenytoin,cyp2c19)",11241
23495,"(furosemide,mm-1)",11242
23496,"(abciximab,cd41)",11243
23497,"(atorvastatin,gtpch1)",11244
23498,"(forskolin,gnrh)",11245
23501,"(forskolin,cntf)",11246
23502,"(il-11,cardiotrophin-1)",11247
23503,"(prednisolone,p-gp)",11248
23505,"(cidofovir,lmp1)",11249
23506,"(celecoxib,cox-1)",11250
23513,"(celecoxib,cox-2)",11251
23622,"(nebivolol,niddm)",11252
23623,"(methotrexate,ht-1080)",11253
23624,"(prednisolone,calif)",11254
23625,"(il-2,gapdh)",11255
23626,"(temozolomide,top2a)",11256
23628,"(pitavastatin,slco1b1)",11257
23629,"(ornithine,oatl1)",11258
23631,"(aminoglutethimide,p450scc)",11259
23634,"(ornithine,oatl3)",11260
23635,"(melatonin,nadph)",11261
23636,"(urokinase,epr-1)",11262
23637,"(papaverine,pgd2)",11263
23638,"(vasopressin,ec-sod)",11264
23639,"(bisphosphonates,rankl)",11265
23643,"(gentamicin,sacs)",11266
23644,"(il-2,cd200)",11267
23645,"(valsartan,resistin)",11268
23646,"(rapamycin,ogg1)",11269
23647,"(droperidol,nachr)",11270
23648,"(genistein,zap-70)",11271
23649,"(sumatriptan,5-ht-1b)",11272
23650,"(abciximab,cd62)",11273
23651,"(triflusal,nf-kappab)",11274
23652,"(haloperidol,met-enkephalin)",11275
23653,"(tenecteplase,reteplase)",11276
23656,"(creatine,myod)",11277
23657,"(alemtuzumab,ctcl)",11278
23658,"(gefitinib,mdr1)",11279
23659,"(paraformaldehyde,ach2)",11280
23660,"(amlodipine,osteopontin)",11281
23661,"(chlorpromazine,nf-kappab)",11282
23663,"(colchicine,mefv)",11283
23664,"(bleomycin,ifn-beta)",11284
23665,"(propofol,cd50)",11285
23666,"(citrulline,oat1)",11286
23667,"(quinacrine,pla2)",11287
23687,"(gefitinib,mdm2)",11288
23688,"(sti-571,flt3)",11289
23689,"(formoterol,il-5)",11290
23690,"(fenofibrate,lp-pla2)",11291
23691,"(alprostadil,sepa)",11292
23692,"(zoxazolamine,cyp1a2)",11293
23693,"(zoxazolamine,cyp1a1)",11294
23694,"(estrone,udp-glucuronosyltransferase)",11295
23697,"(l-leucine,lat2)",11296
23698,"(l-leucine,lat1)",11297
23701,"(hyaluronan,habp)",11298
23704,"(diazepam,vegf)",11299
23705,"(betamethasone,nf-kappab)",11300
23706,"(propofol,cd36)",11301
23707,"(hydroxyurea,il-10)",11302
23708,"(antimetabolites,cbll1)",11303
23709,"(nutlin-3,mycn)",11304
23710,"(troglitazone,vegf)",11305
23714,"(acylcarnitine,cact)",11306
23715,"(hydroxyurea,il-13)",11307
23718,"(flunitrazepam,beta-3)",11308
23719,"(gm-csf,stat1)",11309
23720,"(gm-csf,stat3)",11310
23724,"(nicardipine,gfap)",11311
23725,"(propafenone,cyp3a4)",11312
23726,"(gemcitabine,mir-21)",11313
23728,"(levobupivacaine,herg)",11314
23729,"(pemetrexed,shmt)",11315
23732,"(midazolam,ppia)",11316
23734,"(ddavp,cd62)",11317
23735,"(creatine,oct-4)",11318
23736,"(gm-csf,lymphokine)",11319
23743,"(terbutaline,ml-1)",11320
23744,"(collagenase,pea3)",11321
23745,"(arsenite,s100a9)",11322
23746,"(neomycin,beta-glucuronidase)",11323
23747,"(doxycycline,c-mir)",11324
23748,"(oxymetazoline,5-ht1a)",11325
23749,"(milrinone,pde4)",11326
23750,"(estradiol,igf-ii)",11327
23754,"(l-methionine,acylase)",11328
23755,"(naloxone,beta-endorphin)",11329
23782,"(telmisartan,visfatin)",11330
23783,"(busulfan,g-csf)",11331
23785,"(gm-csf,stat5)",11332
23789,"(amiloride,butyrylcholinesterase)",11333
23790,"(famotidine,gastrin)",11334
23797,"(dexamethasone,aqp3)",11335
23799,"(mivacurium,butyrylcholinesterase)",11336
23800,"(dexamethasone,aqp1)",11337
23802,"(theobromine,cltb)",11338
23803,"(dexamethasone,aqp4)",11339
23804,"(carbachol,jnk1)",11340
23805,"(metyrapone,cyp3a)",11341
23807,"(trastuzumab,her2)",11342
23874,"(sucralfate,bfgf)",11343
23878,"(thyroglobulin,grp94)",11344
23879,"(carbamazepine,eaat3)",11345
23882,"(carbamazepine,eaat4)",11346
23883,"(gemfibrozil,t-bet)",11347
23885,"(minocycline,cibp)",11348
23886,"(raloxifene,adiponectin)",11349
23887,"(everolimus,vegf)",11350
23888,"(auranofin,kelch-like)",11351
23889,"(staurosporine,timp-1)",11352
23891,"(montelukast,cyp2c8)",11353
23895,"(fibrates,apob-100)",11354
23897,"(bicalutamide,igf-i)",11355
23898,"(melatonin,cxcr4)",11356
23899,"(progestogens,mcp-1)",11357
23900,"(duloxetine,bdnf)",11358
23901,"(clonidine,met-enkephalin)",11359
23902,"(coxibs,cyclooxygenase-1)",11360
23903,"(coxibs,cyclooxygenase-2)",11361
23914,"(fk-506,ppiase)",11362
23915,"(milrinone,tr-beta)",11363
23916,"(troglitazone,ucp3)",11364
23918,"(tamoxifen,sr-bi)",11365
23923,"(nitroprusside,hif-1)",11366
23924,"(topotecan,egfr)",11367
23925,"(genistein,iddm)",11368
23926,"(dpcpx,inos)",11369
23927,"(verapamil,copd)",11370
