,path,column_indice
5442,"[nsubj, suppressed, dobj, expression, prep_of]",5105
3733,"[nsubj, suppressed, dobj, expression, prep_of]",5105
27424,"[nsubj, suppressed, dobj, expression, prep_of]",5105
28211,"[nsubj, suppressed, dobj, expression, prep_of]",5105
21128,"[nsubj, suppressed, dobj, expression, prep_of]",5105
10011,"[nsubj, suppressed, dobj, expression, prep_of]",5105
6810,"[nsubj, suppressed, dobj, expression, prep_of]",5105
11455,"[nsubj, suppressed, dobj, expression, prep_of]",5105
24577,"[nsubj, suppressed, dobj, expression, prep_of]",5105
5276,"[nsubj, suppressed, dobj, expression, prep_of]",5105
27664,"[prep_of, sulfation, dobj, catalyzes, nsubj]",5106
28672,"[prep_with, treated, partmod, mice, amod]",5108
10746,"[prep_with, treated, partmod, mice, amod]",5108
1805,"[appos, probe, nn]",5109
28244,"[partmod, treated, dobj]",5110
26341,"[amod, transferase, appos]",5115
2912,"[amod, transferase, appos]",5115
17289,"[agent, blocked, nsubjpass, expression, nn]",5116
3516,"[agent, blocked, nsubjpass, expression, nn]",5116
14684,"[agent, blocked, nsubjpass, expression, nn]",5116
7651,"[agent, blocked, nsubjpass, expression, nn]",5116
1073,"[agent, blocked, nsubjpass, expression, nn]",5116
25693,"[agent, blocked, nsubjpass, expression, nn]",5116
24192,"[agent, blocked, nsubjpass, expression, nn]",5116
24462,"[amod, activation, prep_of]",5117
19374,"[amod, activation, prep_of]",5117
22300,"[amod, activation, prep_of]",5117
29351,"[amod, activation, prep_of]",5117
19763,"[amod, activation, prep_of]",5117
26033,"[amod, activation, prep_of]",5117
5067,"[amod, activation, prep_of]",5117
24487,"[nn, metabolism, nn]",5118
22827,"[nn, metabolism, nn]",5118
23177,"[prep_with, accumulated, nsubjpass, protein, appos]",5119
17727,"[prep_with, accumulated, nsubjpass, protein, appos]",5119
18317,"[nn, sensitivity, dobj, improved, nsubj, inhibition, prep_of]",5120
9960,"[prep_of, effects, appos, inhibitor, nn]",5122
5500,"[amod, administration, nsubj, increased, dobj]",5123
23488,"[agent, released, nsubjpass]",5125
15540,"[amod, accumulation, nn]",5126
20639,"[amod, accumulation, nn]",5126
24545,"[appos, levels, prep_of]",5127
19296,"[appos, levels, prep_of]",5127
265,"[dobj, received, prep_of, patients, prep_with, mutations, num]",5131
268,"[dobj, received, prep_of, patients, prep_with, mutations, num]",5131
24490,"[nsubj, affect, prep, coupled, pcomp, to, pobj, influx, appos, receptors, num]",5132
25231,"[nsubj, affect, prep, coupled, pcomp, to, pobj, influx, appos, receptors, num]",5132
12590,"[prep_to, increased, nsubjpass, levels, prep_of, protein, amod]",5133
4198,"[dep, inhibitor, amod]",5134
2530,"[dep, inhibitor, amod]",5134
7052,"[nsubj, suppresses, dobj, transcription, amod]",5135
8213,"[nsubj, suppresses, dobj, transcription, amod]",5135
24866,"[prep_after, increased, nsubj]",5136
7730,"[prep_after, increased, nsubj]",5136
21120,"[nsubj, diminished, dobj, expression, amod]",5137
4200,"[nsubj, diminished, dobj, expression, amod]",5137
18320,"[nsubj, diminished, dobj, expression, amod]",5137
630,"[nsubj, inhibit, dobj, activation, prep_of]",5138
9397,"[nsubj, inhibit, dobj, activation, prep_of]",5138
15000,"[prep_with, treatment, appos]",5140
28461,"[prep_with, treatment, appos]",5140
21361,"[prep_with, treatment, appos]",5140
22407,"[prep_with, treatment, appos]",5140
1790,"[xsubj, inhibit, dobj, formation, amod]",5141
4207,"[prep_of, administration, nsubj, blocked, dobj, effect, prep_of]",5142
25068,"[amod, interaction, prep_with]",5144
13867,"[xsubj, transported, agent]",5145
16110,"[xsubj, transported, agent]",5145
12384,"[appos, inhibitors, amod]",5147
19369,"[appos, inhibitors, amod]",5147
24564,"[appos, inhibitors, amod]",5147
6269,"[appos, inhibitors, amod]",5147
14615,"[appos, inhibitors, amod]",5147
15872,"[appos, inhibitors, amod]",5147
25790,"[appos, inhibitors, amod]",5147
1773,"[nn, a, prep_such_as, inhibitors, amod]",5148
12730,"[xsubj, activation, prep_of]",5149
13263,"[xsubj, activation, prep_of]",5149
26501,"[xsubj, activation, prep_of]",5149
10395,"[nsubj, stimulated, dobj, activity, prep_of]",5150
24169,"[nsubj, stimulated, dobj, activity, prep_of]",5150
26138,"[nsubj, stimulated, dobj, activity, prep_of]",5150
5742,"[nsubj, stimulated, dobj, activity, prep_of]",5150
2916,"[prep_by, suppression, nn]",5151
17140,"[nsubj, caused, dobj, translocation, prep_of]",5152
24527,"[nsubj, caused, dobj, translocation, prep_of]",5152
28353,"[nsubj, caused, dobj, translocation, prep_of]",5152
29046,"[nsubj, caused, dobj, translocation, prep_of]",5152
59,"[amod, treatment, nsubj, inhibited, dobj, expression, amod]",5153
7955,"[amod, treatment, nsubj, inhibited, dobj, expression, amod]",5153
19298,"[amod, glucuronidation, prep_by]",5155
12289,"[amod, glucuronidation, prep_by]",5155
17502,"[prep_on, investigated, dobj, effect, prep_of]",5156
14818,"[prep_on, investigated, dobj, effect, prep_of]",5156
29039,"[nsubj, decreased, dobj, phosphorylation, prep_of]",5157
16904,"[nsubj, decreased, dobj, phosphorylation, prep_of]",5157
2642,"[nsubj, decreased, dobj, phosphorylation, prep_of]",5157
18826,"[nsubj, decreased, dobj, phosphorylation, prep_of]",5157
13575,"[agent, affected, nsubjpass, mrna, nn]",5159
8191,"[agent, affected, nsubjpass, mrna, nn]",5159
2632,"[prep_of, concentrations, prep_with, treated, partmod]",5161
2772,"[prep_on, hormone, appos]",5162
18400,"[prep_of, administration, nsubj, decreased, dobj, expression, prep_of]",5165
2397,"[prep_of, administration, nsubj, decreased, dobj, expression, prep_of]",5165
29301,"[nsubj, induces, dobj, insertion, prep_of]",5166
13576,"[nsubj, induced, dobj]",5167
16005,"[nsubj, induced, dobj]",5167
1199,"[nsubj, induced, dobj]",5167
4344,"[nsubj, induced, dobj]",5167
7583,"[nsubj, induced, dobj]",5167
21252,"[nsubj, induced, dobj]",5167
26971,"[nsubj, induced, dobj]",5167
3554,"[nsubj, induced, dobj]",5167
19005,"[nsubj, induced, dobj]",5167
21257,"[appos, ii, appos]",5168
26016,"[nn, protein, nn]",5170
26532,"[nsubj, upregulated, dobj, expression, amod]",5171
1985,"[nsubj, upregulated, dobj, expression, amod]",5171
22073,"[nsubj, upregulated, dobj, expression, amod]",5171
4257,"[nsubj, upregulated, dobj, expression, amod]",5171
376,"[nsubj, upregulated, dobj, expression, amod]",5171
16820,"[nsubj, upregulated, dobj, expression, amod]",5171
16316,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
26731,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
2995,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
4201,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
24680,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
4632,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
13132,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
4069,"[nsubj, had, dobj, effect, prep_on, expression, nn]",5172
21437,"[amod, resistance, rcmod, detected, nsubjpass, genes, num]",5173
21433,"[amod, resistance, rcmod, detected, nsubjpass, genes, num]",5173
10181,"[prep_with, combinations, nsubj, induced, prep_in, level, prep_of, precursors, amod]",5174
9774,"[prep_with, combinations, nsubj, induced, prep_in, level, prep_of, precursors, amod]",5174
14518,"[nn, levels, prep_above]",5175
7652,"[nn, levels, prep_above]",5175
21719,"[nsubj, reduced, dobj, activity, nn]",5177
24835,"[nsubj, reduced, dobj, activity, nn]",5177
19485,"[nsubj, reduced, dobj, activity, nn]",5177
20704,"[nsubj, reduced, dobj, activity, nn]",5177
16765,"[amod, dehydrogenase, dep]",5180
15010,"[amod, dehydrogenase, dep]",5180
11799,"[amod, dehydrogenase, dep]",5180
10166,"[amod, ziprasidone, amod, neuroleptics, amod, aripiprazole, dep, inhibitors, amod]",5182
22481,"[amod, ziprasidone, amod, neuroleptics, amod, aripiprazole, dep, inhibitors, amod]",5182
24166,"[amod, ziprasidone, amod, neuroleptics, amod, aripiprazole, dep, inhibitors, amod]",5182
984,"[nsubj, induced, dobj, phosphorylation, amod]",5183
25114,"[nsubj, induced, dobj, phosphorylation, amod]",5183
25349,"[nsubj, induced, dobj, phosphorylation, amod]",5183
267,"[nsubj, induced, dobj, phosphorylation, amod]",5183
22328,"[amod, antibodies, prep_against]",5184
20438,"[csubj, inhibitors, prep_of]",5185
5798,"[prep_of, proteins, dep]",5188
17688,"[prep_of, proteins, dep]",5188
16982,"[nsubj, affect, dobj, expression, nn]",5191
669,"[nsubj, affect, dobj, expression, nn]",5191
15873,"[nsubj, affect, dobj, expression, nn]",5191
6140,"[nsubj, affect, dobj, expression, nn]",5191
3017,"[nsubj, affect, dobj, expression, nn]",5191
7655,"[nsubj, affect, dobj, expression, nn]",5191
13887,"[nsubj, affect, dobj, expression, nn]",5191
20922,"[nsubj, affect, dobj, expression, nn]",5191
10948,"[appos, inactivator, prep_of, administration, prep_of, effects, nsubjpass, assessed, advcl, given, xcomp, study, prep_on, expression, amod]",5192
13121,"[appos, inactivator, prep_of, administration, prep_of, effects, nsubjpass, assessed, advcl, given, xcomp, study, prep_on, expression, amod]",5192
17739,"[dobj, production, nn]",5195
23693,"[amod, test, dobj, using, partmod, activity, nn]",5197
23692,"[amod, test, dobj, using, partmod, activity, nn]",5197
12820,"[appos, protein, appos]",5198
5556,"[appos, protein, appos]",5198
21145,"[appos, protein, appos]",5198
10807,"[amod, treatment, nsubj, reduced, dobj, level, prep_of, mrna, nn]",5200
12148,"[amod, treatment, nsubj, reduced, dobj, level, prep_of, mrna, nn]",5200
16039,"[amod, group, nsubj, decreased, prepc_among, reduce, dobj, expression, prep_of, protein, appos]",5201
16038,"[amod, group, nsubj, decreased, prepc_among, reduce, dobj, expression, prep_of, protein, appos]",5201
5066,"[dep, blockers, dep]",5202
27850,"[dep, blockers, dep]",5202
19047,"[dep, blockers, dep]",5202
4599,"[dep, blockers, dep]",5202
21824,"[dep, blockers, dep]",5202
4035,"[nsubj, inhibited, dobj, activities, nn]",5203
24118,"[prep_of, role, dep]",5204
1819,"[agent, prevented, nsubjpass, expression, nn]",5205
4812,"[agent, prevented, nsubjpass, expression, nn]",5205
4084,"[nsubjpass, found, prep_for, lines, dep, du, appos]",5206
15590,"[nsubjpass, found, prep_for, lines, dep, du, appos]",5206
5721,"[amod, effect, prep_on, expression, prep_of, receptor, appos]",5207
15514,"[amod, effect, prep_on, expression, prep_of, receptor, appos]",5207
18441,"[prep_of, doses, appos]",5209
8703,"[prep_of, doses, appos]",5209
9432,"[prep_of, doses, appos]",5209
15853,"[prep_of, doses, appos]",5209
18562,"[prep_of, doses, appos]",5209
16906,"[nsubj, inhibited, dobj, currents, amod]",5210
23181,"[nsubj, inhibited, dobj, currents, amod]",5210
22080,"[prep_in, combination, prep_with]",5211
16526,"[prep_in, combination, prep_with]",5211
17213,"[prep_in, combination, prep_with]",5211
27907,"[prep_in, combination, prep_with]",5211
28697,"[prep_in, combination, prep_with]",5211
15077,"[prep_in, combination, prep_with]",5211
7905,"[prep_in, combination, prep_with]",5211
15875,"[prep_in, combination, prep_with]",5211
24798,"[nsubj, suppresses, dobj, levels, prep_of]",5214
17217,"[nsubj, had, dobj, effects, prep_on]",5215
14469,"[nsubj, had, dobj, effects, prep_on]",5215
19387,"[nsubj, prevented, dobj, increase, prep_in]",5217
16319,"[agent, reduced, nsubjpass, concentrations, nn]",5219
12916,"[prep_with, mobilized, partmod]",5220
12617,"[nsubj, ineffective, prep_on, islets, nn]",5221
5422,"[nsubj, ineffective, prep_on, islets, nn]",5221
17947,"[appos, inhibitor, prep_into, inhibitor, amod]",5223
17064,"[nsubj, inhibits, acomp]",5225
12931,"[nsubj, inhibits, acomp]",5225
21998,"[nsubj, inhibits, acomp]",5225
269,"[nsubj, inhibits, acomp]",5225
22930,"[nsubj, inhibits, acomp]",5225
3415,"[nsubj, had, dobj, effects, prep_on, levels, amod]",5227
19006,"[nsubj, had, dobj, effects, prep_on, levels, amod]",5227
25486,"[nsubj, increase, dobj, expression, amod]",5228
11415,"[nsubj, increase, dobj, expression, amod]",5228
12917,"[nsubj, increase, dobj, expression, amod]",5228
10609,"[nsubj, increase, dobj, expression, amod]",5228
28771,"[nsubj, increase, dobj, expression, amod]",5228
27953,"[prep_like, inhibits, dobj]",5229
10635,"[nsubj, removed, dobj]",5231
20430,"[nsubj, increased, dobj, amount, prep_of]",5232
7522,"[nsubj, increased, dobj, amount, prep_of]",5232
3154,"[nsubj, increased, dobj, amount, prep_of]",5232
24830,"[amod, inhibitor, nn]",5233
21380,"[amod, inhibitor, nn]",5233
9556,"[nsubjpass, administered, pobj]",5234
21663,"[prep_to, hypersensitive, nsubj, cells, amod]",5235
4807,"[prep_to, hypersensitive, nsubj, cells, amod]",5235
4811,"[dep, phototherapy, prep_with, failure, prep_including]",5236
22014,"[nsubj, attenuated, dobj, induction, nn]",5237
12296,"[nsubj, had, prep_against]",5238
17366,"[nsubj, had, prep_against]",5238
12673,"[agent, reduced, nsubjpass, production, prep_of]",5239
13339,"[amod, treatment, prep_in, mice, nn]",5240
19289,"[amod, treatment, prep_in, mice, nn]",5240
3760,"[prep_of, concentrations, amod]",5241
24873,"[prep_of, concentrations, amod]",5241
2534,"[nsubj, prevented, dobj, increase, prep_of]",5243
11102,"[nn, c, prep_of, activation, prep_in]",5245
15195,"[nn, response, prep_to]",5246
16318,"[prep_of, presence, prep_in, increased, nsubj]",5248
4863,"[prep_of, presence, prep_in, increased, nsubj]",5248
27215,"[prep, plus, dep, agonist, amod]",5250
29227,"[prep, plus, dep, agonist, amod]",5250
13657,"[xsubj, inhibit, dobj, synthesis, amod]",5252
24303,"[nn, levels, appos]",5253
27515,"[nn, levels, appos]",5253
25444,"[nn, levels, appos]",5253
10503,"[nsubj, decreases, dobj, expression, amod]",5258
11268,"[nsubj, decreases, dobj, expression, amod]",5258
25518,"[nsubj, decreases, dobj, expression, amod]",5258
21990,"[nn, sensitivity, nn]",5259
27034,"[amod, overexpression, prep_of]",5261
1174,"[amod, genes, amod]",5262
7112,"[amod, genes, amod]",5262
26755,"[amod, genes, amod]",5262
16886,"[prep_of, presence, prep_in, mrna, nn]",5267
5619,"[nsubj, increases, dobj, mrna, nn]",5268
4843,"[nsubj, increases, dobj, mrna, nn]",5268
24377,"[nsubj, increases, dobj, mrna, nn]",5268
14533,"[nsubj, increases, dobj, mrna, nn]",5268
2729,"[amod, patients, appos]",5270
3401,"[amod, patients, appos]",5270
2543,"[amod, patients, appos]",5270
21806,"[amod, patients, appos]",5270
18099,"[amod, patients, appos]",5270
15953,"[nsubj, enhanced, dobj, release, amod]",5271
12665,"[prep_of, uptake, dobj, mediated, nsubj]",5272
10003,"[prep_of, uptake, dobj, mediated, nsubj]",5272
12316,"[prep_of, uptake, dobj, mediated, nsubj]",5272
12800,"[prep_of, uptake, dobj, mediated, nsubj]",5272
3195,"[nsubj, interacts, prep_with]",5274
11327,"[nsubj, interacts, prep_with]",5274
8221,"[nsubj, interacts, prep_with]",5274
25728,"[partmod, induced, xcomp]",5275
25629,"[nsubj, inhibited, dobj, stimulation, prep_of]",5276
29220,"[nsubj, inhibited, dobj, stimulation, prep_of]",5276
14386,"[nn, gene, prep_of, insertion, agent, disrupted, nsubjpass, gene, nn]",5277
5623,"[nn, gene, prep_of, insertion, agent, disrupted, nsubjpass, gene, nn]",5277
13789,"[nsubj, increased, dobj, content, nn]",5279
21472,"[nsubj, increased, dobj, content, nn]",5279
28570,"[nn, kanamycin, dep, blocked, dobj]",5280
26810,"[nn, kanamycin, dep, blocked, dobj]",5280
421,"[nsubj, induced, advcl, induced, nsubj]",5283
11959,"[nsubj, maintains, dobj, expression, amod]",5284
7821,"[nsubj, reduced, dobj, levels, amod]",5285
8515,"[nsubj, reduced, dobj, levels, amod]",5285
21322,"[nsubj, reduced, dobj, levels, amod]",5285
16782,"[nsubj, reduced, dobj, levels, amod]",5285
28603,"[nsubj, reduced, dobj, levels, amod]",5285
15188,"[prep_on, activities, amod]",5287
2823,"[prep_of, effects, dobj, evaluate, prep_in, patients, prep_with]",5288
19216,"[nsubj, inhibits, dobj, receptor, appos]",5290
6890,"[nsubj, causes, dobj, activation, prep_of]",5291
27192,"[prep_for, ratio, appos]",5292
22699,"[prep_for, ratio, appos]",5292
24041,"[prep_for, ratio, appos]",5292
1463,"[prep_for, ratio, appos]",5292
25646,"[prep_for, ratio, appos]",5292
10180,"[prep_for, days, partmod, followed, agent]",5294
16977,"[partmod, induced, dobj, mrna, amod]",5295
4492,"[partmod, induced, dobj, mrna, amod]",5295
1768,"[amod, treatment, prep_with]",5296
749,"[amod, treatment, prep_with]",5296
24152,"[amod, treatment, prep_with]",5296
15966,"[nsubj, increases, dobj, production, nn]",5297
17189,"[prep_with, administered, nsubjpass]",5298
25794,"[prep_with, administered, nsubjpass]",5298
13701,"[prep_to, sensitive, nsubj, cells, amod]",5300
17985,"[prep_to, sensitive, nsubj, cells, amod]",5300
27774,"[prep_to, sensitive, nsubj, cells, amod]",5300
9413,"[prep_to, sensitive, nsubj, cells, amod]",5300
5986,"[prep_of, interaction, dobj, characterize, prep_with]",5301
4438,"[prep_to, confer, nsubj]",5302
12129,"[prep_to, confer, nsubj]",5302
8154,"[prep_on, expression, nn]",5303
21967,"[prep_on, expression, nn]",5303
16899,"[prep_on, expression, nn]",5303
26898,"[prep_on, expression, nn]",5303
7641,"[prep_on, expression, nn]",5303
26416,"[prep_on, expression, nn]",5303
11544,"[prep_on, expression, nn]",5303
5061,"[prep_on, expression, nn]",5303
3853,"[prep_on, expression, nn]",5303
25123,"[prep_on, expression, nn]",5303
3731,"[prep_on, expression, nn]",5303
15240,"[prep_on, expression, nn]",5303
985,"[prep_on, expression, nn]",5303
25427,"[prep_on, expression, nn]",5303
28428,"[prep_on, expression, nn]",5303
10425,"[prep_on, expression, nn]",5303
24412,"[prep_on, expression, nn]",5303
10925,"[prep_on, expression, nn]",5303
15664,"[prep_on, expression, nn]",5303
19219,"[prep_on, expression, nn]",5303
15859,"[prep_on, expression, nn]",5303
24395,"[prep_on, expression, nn]",5303
3990,"[prep_on, expression, nn]",5303
15722,"[prep_on, expression, nn]",5303
25740,"[prep_on, expression, nn]",5303
19069,"[prep_on, expression, nn]",5303
27022,"[prep_on, expression, nn]",5303
29037,"[prep_on, expression, nn]",5303
15524,"[prep_on, expression, nn]",5303
17220,"[prep_on, expression, nn]",5303
25660,"[prep_on, expression, nn]",5303
11477,"[prep_on, expression, nn]",5303
8715,"[nsubj, stimulator, prep_of, expression, amod]",5304
4264,"[prep_with, ketoconazole, nn]",5305
22534,"[prep_with, ketoconazole, nn]",5305
1381,"[prep_in, mobilization, nn]",5306
19898,"[prep_by, production, amod]",5308
21367,"[prep_by, production, amod]",5308
25037,"[prep_by, production, amod]",5308
23021,"[prep_in, site, prep_of]",5310
16908,"[nsubj, potentiates, dobj]",5311
22070,"[nsubj, inhibited, dobj, proliferation, nn]",5312
17760,"[nn, treatment, nsubj, increased, dobj]",5314
19894,"[amod, concentrations, prep_in]",5315
18370,"[amod, concentrations, prep_in]",5315
17949,"[prep_on, expression, prep_of, factor, appos]",5316
6204,"[prep_on, expression, prep_of, factor, appos]",5316
7634,"[prep_on, expression, prep_of, factor, appos]",5316
24380,"[amod, expression, dobj, regulate, xsubj]",5317
4489,"[nsubj, exerts, prepc_on, aging, prep_through, activation, prep_of, sirtuin, appos]",5319
17010,"[amod, group, prep_in, measured, nsubjpass, vasopressin, dep]",5321
13369,"[nsubj, antagonist, appos]",5322
